Affixed_Word,Root_Word,Affix_Category,Affix_Pattern,Meaning_EN
begenia,genia,Prefix,be-,Synthetic meaning for genia
kelekak,lekak,Prefix,ke-,Synthetic meaning for lekak
ketabik,tabik,Prefix,ke-,Synthetic meaning for tabik
kesemak,semak,Prefix,ke-,Synthetic meaning for semak
pegenia,genia,Prefix,pe-,Synthetic meaning for genia
petenyang,tenyang,Prefix,pe-,Synthetic meaning for tenyang
segelen,gelen,Prefix,se-,Synthetic meaning for gelen
sepayo,payo,Prefix,se-,Synthetic meaning for payo
begenia,genia,Prefix,be-,Synthetic meaning for genia
ketenyang,tenyang,Prefix,ke-,Synthetic meaning for tenyang
bepayo,payo,Prefix,be-,Synthetic meaning for payo
kerawa,rawa,Prefix,ke-,Synthetic meaning for rawa
begupak,gupak,Prefix,be-,Synthetic meaning for gupak
sebengo,bengo,Prefix,se-,Synthetic meaning for bengo
begupak,gupak,Prefix,be-,Synthetic meaning for gupak
peguren,guren,Prefix,pe-,Synthetic meaning for guren
pecinde,cinde,Prefix,pe-,Synthetic meaning for cinde
sebajik,bajik,Prefix,se-,Synthetic meaning for bajik
pebule,bule,Prefix,pe-,Synthetic meaning for bule
ketulan,tulan,Prefix,ke-,Synthetic meaning for tulan
setulan,tulan,Prefix,se-,Synthetic meaning for tulan
bemakan,makan,Prefix,be-,Synthetic meaning for makan
sebule,bule,Prefix,se-,Synthetic meaning for bule
setulan,tulan,Prefix,se-,Synthetic meaning for tulan
sepade,pade,Prefix,se-,Synthetic meaning for pade
kedike,dike,Prefix,ke-,Synthetic meaning for dike
peserek,serek,Prefix,pe-,Synthetic meaning for serek
seguren,guren,Prefix,se-,Synthetic meaning for guren
perawa,rawa,Prefix,pe-,Synthetic meaning for rawa
berenah,renah,Prefix,be-,Synthetic meaning for renah
kelumang,lumang,Prefix,ke-,Synthetic meaning for lumang
selekak,lekak,Prefix,se-,Synthetic meaning for lekak
sesirat,sirat,Prefix,se-,Synthetic meaning for sirat
sesirat,sirat,Prefix,se-,Synthetic meaning for sirat
sesirat,sirat,Prefix,se-,Synthetic meaning for sirat
pebento,bento,Prefix,pe-,Synthetic meaning for bento
kepade,pade,Prefix,ke-,Synthetic meaning for pade
perawa,rawa,Prefix,pe-,Synthetic meaning for rawa
kekedah,kedah,Prefix,ke-,Synthetic meaning for kedah
segawai,gawai,Prefix,se-,Synthetic meaning for gawai
kengele,ngele,Prefix,ke-,Synthetic meaning for ngele
selenjo,lenjo,Prefix,se-,Synthetic meaning for lenjo
pecinde,cinde,Prefix,pe-,Synthetic meaning for cinde
sengele,ngele,Prefix,se-,Synthetic meaning for ngele
setulan,tulan,Prefix,se-,Synthetic meaning for tulan
belenga,lenga,Prefix,be-,Synthetic meaning for lenga
pecinde,cinde,Prefix,pe-,Synthetic meaning for cinde
pebulen,bulen,Prefix,pe-,Synthetic meaning for bulen
bebajik,bajik,Prefix,be-,Synthetic meaning for bajik
seguren,guren,Prefix,se-,Synthetic meaning for guren
pepelak,pelak,Prefix,pe-,Synthetic meaning for pelak
ketabik,tabik,Prefix,ke-,Synthetic meaning for tabik
besuren,suren,Prefix,be-,Synthetic meaning for suren
sekape,kape,Prefix,se-,Synthetic meaning for kape
kelumang,lumang,Prefix,ke-,Synthetic meaning for lumang
kebelai,belai,Prefix,ke-,Synthetic meaning for belai
pelupak,lupak,Prefix,pe-,Synthetic meaning for lupak
sepelak,pelak,Prefix,se-,Synthetic meaning for pelak
begupak,gupak,Prefix,be-,Synthetic meaning for gupak
setabik,tabik,Prefix,se-,Synthetic meaning for tabik
sebulen,bulen,Prefix,se-,Synthetic meaning for bulen
sedulen,dulen,Prefix,se-,Synthetic meaning for dulen
bedulen,dulen,Prefix,be-,Synthetic meaning for dulen
belenga,lenga,Prefix,be-,Synthetic meaning for lenga
pegenia,genia,Prefix,pe-,Synthetic meaning for genia
kelupak,lupak,Prefix,ke-,Synthetic meaning for lupak
bebule,bule,Prefix,be-,Synthetic meaning for bule
secinde,cinde,Prefix,se-,Synthetic meaning for cinde
kesemak,semak,Prefix,ke-,Synthetic meaning for semak
begelen,gelen,Prefix,be-,Synthetic meaning for gelen
belekak,lekak,Prefix,be-,Synthetic meaning for lekak
peserek,serek,Prefix,pe-,Synthetic meaning for serek
pemure,mure,Prefix,pe-,Synthetic meaning for mure
ketabik,tabik,Prefix,ke-,Synthetic meaning for tabik
sedulen,dulen,Prefix,se-,Synthetic meaning for dulen
perendo,rendo,Prefix,pe-,Synthetic meaning for rendo
bebinar,binar,Prefix,be-,Synthetic meaning for binar
bekedah,kedah,Prefix,be-,Synthetic meaning for kedah
sebengo,bengo,Prefix,se-,Synthetic meaning for bengo
betenyang,tenyang,Prefix,be-,Synthetic meaning for tenyang
peguren,guren,Prefix,pe-,Synthetic meaning for guren
kebinar,binar,Prefix,ke-,Synthetic meaning for binar
sesirat,sirat,Prefix,se-,Synthetic meaning for sirat
sekeme,keme,Prefix,se-,Synthetic meaning for keme
sebinar,binar,Prefix,se-,Synthetic meaning for binar
segenia,genia,Prefix,se-,Synthetic meaning for genia
seguren,guren,Prefix,se-,Synthetic meaning for guren
bengele,ngele,Prefix,be-,Synthetic meaning for ngele
bepade,pade,Prefix,be-,Synthetic meaning for pade
bepelak,pelak,Prefix,be-,Synthetic meaning for pelak
kesabo,sabo,Prefix,ke-,Synthetic meaning for sabo
bebento,bento,Prefix,be-,Synthetic meaning for bento
pebajik,bajik,Prefix,pe-,Synthetic meaning for bajik
pelenjo,lenjo,Prefix,pe-,Synthetic meaning for lenjo
pesaren,saren,Prefix,pe-,Synthetic meaning for saren
pepayo,payo,Prefix,pe-,Synthetic meaning for payo
sesirat,sirat,Prefix,se-,Synthetic meaning for sirat
perenah,renah,Prefix,pe-,Synthetic meaning for renah
pedulen,dulen,Prefix,pe-,Synthetic meaning for dulen
segawai,gawai,Prefix,se-,Synthetic meaning for gawai
bedulen,dulen,Prefix,be-,Synthetic meaning for dulen
pelenjo,lenjo,Prefix,pe-,Synthetic meaning for lenjo
setabik,tabik,Prefix,se-,Synthetic meaning for tabik
begupak,gupak,Prefix,be-,Synthetic meaning for gupak
pepelak,pelak,Prefix,pe-,Synthetic meaning for pelak
kekeme,keme,Prefix,ke-,Synthetic meaning for keme
besemak,semak,Prefix,be-,Synthetic meaning for semak
becinde,cinde,Prefix,be-,Synthetic meaning for cinde
pedulen,dulen,Prefix,pe-,Synthetic meaning for dulen
kelenga,lenga,Prefix,ke-,Synthetic meaning for lenga
setando,tando,Prefix,se-,Synthetic meaning for tando
kemelak,melak,Prefix,ke-,Synthetic meaning for melak
selupak,lupak,Prefix,se-,Synthetic meaning for lupak
kesaren,saren,Prefix,ke-,Synthetic meaning for saren
serawa,rawa,Prefix,se-,Synthetic meaning for rawa
setilak,tilak,Prefix,se-,Synthetic meaning for tilak
bebulen,bulen,Prefix,be-,Synthetic meaning for bulen
kebinar,binar,Prefix,ke-,Synthetic meaning for binar
perenah,renah,Prefix,pe-,Synthetic meaning for renah
kebajik,bajik,Prefix,ke-,Synthetic meaning for bajik
betilak,tilak,Prefix,be-,Synthetic meaning for tilak
pebajik,bajik,Prefix,pe-,Synthetic meaning for bajik
bengele,ngele,Prefix,be-,Synthetic meaning for ngele
kebelai,belai,Prefix,ke-,Synthetic meaning for belai
pemelak,melak,Prefix,pe-,Synthetic meaning for melak
pelenga,lenga,Prefix,pe-,Synthetic meaning for lenga
semure,mure,Prefix,se-,Synthetic meaning for mure
pekape,kape,Prefix,pe-,Synthetic meaning for kape
secinde,cinde,Prefix,se-,Synthetic meaning for cinde
pegelen,gelen,Prefix,pe-,Synthetic meaning for gelen
pegulai,gulai,Prefix,pe-,Synthetic meaning for gulai
pepayo,payo,Prefix,pe-,Synthetic meaning for payo
kegulai,gulai,Prefix,ke-,Synthetic meaning for gulai
pelumang,lumang,Prefix,pe-,Synthetic meaning for lumang
sengele,ngele,Prefix,se-,Synthetic meaning for ngele
betilak,tilak,Prefix,be-,Synthetic meaning for tilak
bebinar,binar,Prefix,be-,Synthetic meaning for binar
pegulai,gulai,Prefix,pe-,Synthetic meaning for gulai
setando,tando,Prefix,se-,Synthetic meaning for tando
sepayo,payo,Prefix,se-,Synthetic meaning for payo
sekape,kape,Prefix,se-,Synthetic meaning for kape
sekape,kape,Prefix,se-,Synthetic meaning for kape
pegulai,gulai,Prefix,pe-,Synthetic meaning for gulai
betenyang,tenyang,Prefix,be-,Synthetic meaning for tenyang
pesemak,semak,Prefix,pe-,Synthetic meaning for semak
bebengo,bengo,Prefix,be-,Synthetic meaning for bengo
petulan,tulan,Prefix,pe-,Synthetic meaning for tulan
kedulen,dulen,Prefix,ke-,Synthetic meaning for dulen
sebule,bule,Prefix,se-,Synthetic meaning for bule
secinde,cinde,Prefix,se-,Synthetic meaning for cinde
bepayo,payo,Prefix,be-,Synthetic meaning for payo
becinde,cinde,Prefix,be-,Synthetic meaning for cinde
ketulan,tulan,Prefix,ke-,Synthetic meaning for tulan
bedulen,dulen,Prefix,be-,Synthetic meaning for dulen
sesemak,semak,Prefix,se-,Synthetic meaning for semak
pedulen,dulen,Prefix,pe-,Synthetic meaning for dulen
begelen,gelen,Prefix,be-,Synthetic meaning for gelen
pelenjo,lenjo,Prefix,pe-,Synthetic meaning for lenjo
bepade,pade,Prefix,be-,Synthetic meaning for pade
ketabik,tabik,Prefix,ke-,Synthetic meaning for tabik
bebinar,binar,Prefix,be-,Synthetic meaning for binar
betabik,tabik,Prefix,be-,Synthetic meaning for tabik
perendo,rendo,Prefix,pe-,Synthetic meaning for rendo
kekeme,keme,Prefix,ke-,Synthetic meaning for keme
sepelak,pelak,Prefix,se-,Synthetic meaning for pelak
pebule,bule,Prefix,pe-,Synthetic meaning for bule
pekeme,keme,Prefix,pe-,Synthetic meaning for keme
kesulu,sulu,Prefix,ke-,Synthetic meaning for sulu
kedulen,dulen,Prefix,ke-,Synthetic meaning for dulen
perawa,rawa,Prefix,pe-,Synthetic meaning for rawa
kengele,ngele,Prefix,ke-,Synthetic meaning for ngele
kebengo,bengo,Prefix,ke-,Synthetic meaning for bengo
bemure,mure,Prefix,be-,Synthetic meaning for mure
selumang,lumang,Prefix,se-,Synthetic meaning for lumang
kesulu,sulu,Prefix,ke-,Synthetic meaning for sulu
pebento,bento,Prefix,pe-,Synthetic meaning for bento
pesuren,suren,Prefix,pe-,Synthetic meaning for suren
pebelai,belai,Prefix,pe-,Synthetic meaning for belai
kepelak,pelak,Prefix,ke-,Synthetic meaning for pelak
sebelai,belai,Prefix,se-,Synthetic meaning for belai
pegulai,gulai,Prefix,pe-,Synthetic meaning for gulai
kecinde,cinde,Prefix,ke-,Synthetic meaning for cinde
sesarek,sarek,Prefix,se-,Synthetic meaning for sarek
segupak,gupak,Prefix,se-,Synthetic meaning for gupak
bedike,dike,Prefix,be-,Synthetic meaning for dike
kedulen,dulen,Prefix,ke-,Synthetic meaning for dulen
kesuren,suren,Prefix,ke-,Synthetic meaning for suren
serenah,renah,Prefix,se-,Synthetic meaning for renah
bengele,ngele,Prefix,be-,Synthetic meaning for ngele
berendo,rendo,Prefix,be-,Synthetic meaning for rendo
seguren,guren,Prefix,se-,Synthetic meaning for guren
kesarek,sarek,Prefix,ke-,Synthetic meaning for sarek
sedike,dike,Prefix,se-,Synthetic meaning for dike
sekeme,keme,Prefix,se-,Synthetic meaning for keme
sekeme,keme,Prefix,se-,Synthetic meaning for keme
ketulan,tulan,Prefix,ke-,Synthetic meaning for tulan
kebengo,bengo,Prefix,ke-,Synthetic meaning for bengo
pepayo,payo,Prefix,pe-,Synthetic meaning for payo
secinde,cinde,Prefix,se-,Synthetic meaning for cinde
besirat,sirat,Prefix,be-,Synthetic meaning for sirat
beulow,ulow,Prefix,be-,Synthetic meaning for ulow
sesarek,sarek,Prefix,se-,Synthetic meaning for sarek
besabo,sabo,Prefix,be-,Synthetic meaning for sabo
sebule,bule,Prefix,se-,Synthetic meaning for bule
berenah,renah,Prefix,be-,Synthetic meaning for renah
pegelen,gelen,Prefix,pe-,Synthetic meaning for gelen
pesuren,suren,Prefix,pe-,Synthetic meaning for suren
kebento,bento,Prefix,ke-,Synthetic meaning for bento
kebule,bule,Prefix,ke-,Synthetic meaning for bule
ketenyang,tenyang,Prefix,ke-,Synthetic meaning for tenyang
beserek,serek,Prefix,be-,Synthetic meaning for serek
pelenga,lenga,Prefix,pe-,Synthetic meaning for lenga
sesulu,sulu,Prefix,se-,Synthetic meaning for sulu
kesarek,sarek,Prefix,ke-,Synthetic meaning for sarek
peguren,guren,Prefix,pe-,Synthetic meaning for guren
begelen,gelen,Prefix,be-,Synthetic meaning for gelen
bepelak,pelak,Prefix,be-,Synthetic meaning for pelak
pelekak,lekak,Prefix,pe-,Synthetic meaning for lekak
bekedah,kedah,Prefix,be-,Synthetic meaning for kedah
pelumang,lumang,Prefix,pe-,Synthetic meaning for lumang
sesaren,saren,Prefix,se-,Synthetic meaning for saren
belekak,lekak,Prefix,be-,Synthetic meaning for lekak
kesuren,suren,Prefix,ke-,Synthetic meaning for suren
semelak,melak,Prefix,se-,Synthetic meaning for melak
pesuren,suren,Prefix,pe-,Synthetic meaning for suren
bekedah,kedah,Prefix,be-,Synthetic meaning for kedah
sesinge,singe,Prefix,se-,Synthetic meaning for singe
betenyang,tenyang,Prefix,be-,Synthetic meaning for tenyang
kegenia,genia,Prefix,ke-,Synthetic meaning for genia
kelenga,lenga,Prefix,ke-,Synthetic meaning for lenga
selumang,lumang,Prefix,se-,Synthetic meaning for lumang
perendo,rendo,Prefix,pe-,Synthetic meaning for rendo
pebento,bento,Prefix,pe-,Synthetic meaning for bento
bedike,dike,Prefix,be-,Synthetic meaning for dike
petilak,tilak,Prefix,pe-,Synthetic meaning for tilak
ketabik,tabik,Prefix,ke-,Synthetic meaning for tabik
peguren,guren,Prefix,pe-,Synthetic meaning for guren
pesarek,sarek,Prefix,pe-,Synthetic meaning for sarek
sekape,kape,Prefix,se-,Synthetic meaning for kape
bekeme,keme,Prefix,be-,Synthetic meaning for keme
pegenia,genia,Prefix,pe-,Synthetic meaning for genia
besemak,semak,Prefix,be-,Synthetic meaning for semak
sebulen,bulen,Prefix,se-,Synthetic meaning for bulen
sebinar,binar,Prefix,se-,Synthetic meaning for binar
pengele,ngele,Prefix,pe-,Synthetic meaning for ngele
kebelai,belai,Prefix,ke-,Synthetic meaning for belai
bebento,bento,Prefix,be-,Synthetic meaning for bento
kebelai,belai,Prefix,ke-,Synthetic meaning for belai
berendo,rendo,Prefix,be-,Synthetic meaning for rendo
kelupak,lupak,Prefix,ke-,Synthetic meaning for lupak
pekeme,keme,Prefix,pe-,Synthetic meaning for keme
selenjo,lenjo,Prefix,se-,Synthetic meaning for lenjo
bebengo,bengo,Prefix,be-,Synthetic meaning for bengo
sebelai,belai,Prefix,se-,Synthetic meaning for belai
begupak,gupak,Prefix,be-,Synthetic meaning for gupak
sebelai,belai,Prefix,se-,Synthetic meaning for belai
besarek,sarek,Prefix,be-,Synthetic meaning for sarek
besaren,saren,Prefix,be-,Synthetic meaning for saren
kelenga,lenga,Prefix,ke-,Synthetic meaning for lenga
selumang,lumang,Prefix,se-,Synthetic meaning for lumang
secinde,cinde,Prefix,se-,Synthetic meaning for cinde
pelenga,lenga,Prefix,pe-,Synthetic meaning for lenga
sesemak,semak,Prefix,se-,Synthetic meaning for semak
berendo,rendo,Prefix,be-,Synthetic meaning for rendo
besabo,sabo,Prefix,be-,Synthetic meaning for sabo
kelekak,lekak,Prefix,ke-,Synthetic meaning for lekak
bekeme,keme,Prefix,be-,Synthetic meaning for keme
sesulu,sulu,Prefix,se-,Synthetic meaning for sulu
kemure,mure,Prefix,ke-,Synthetic meaning for mure
sesarek,sarek,Prefix,se-,Synthetic meaning for sarek
segelen,gelen,Prefix,se-,Synthetic meaning for gelen
petenyang,tenyang,Prefix,pe-,Synthetic meaning for tenyang
betulan,tulan,Prefix,be-,Synthetic meaning for tulan
bepade,pade,Prefix,be-,Synthetic meaning for pade
pemure,mure,Prefix,pe-,Synthetic meaning for mure
kemakan,makan,Prefix,ke-,Synthetic meaning for makan
bedulen,dulen,Prefix,be-,Synthetic meaning for dulen
sepade,pade,Prefix,se-,Synthetic meaning for pade
peguren,guren,Prefix,pe-,Synthetic meaning for guren
pesulu,sulu,Prefix,pe-,Synthetic meaning for sulu
setenyang,tenyang,Prefix,se-,Synthetic meaning for tenyang
semelak,melak,Prefix,se-,Synthetic meaning for melak
betilak,tilak,Prefix,be-,Synthetic meaning for tilak
pepade,pade,Prefix,pe-,Synthetic meaning for pade
bemelak,melak,Prefix,be-,Synthetic meaning for melak
pepelak,pelak,Prefix,pe-,Synthetic meaning for pelak
besuren,suren,Prefix,be-,Synthetic meaning for suren
sebule,bule,Prefix,se-,Synthetic meaning for bule
kebinar,binar,Prefix,ke-,Synthetic meaning for binar
kebule,bule,Prefix,ke-,Synthetic meaning for bule
kelumang,lumang,Prefix,ke-,Synthetic meaning for lumang
beguren,guren,Prefix,be-,Synthetic meaning for guren
berendo,rendo,Prefix,be-,Synthetic meaning for rendo
sesirat,sirat,Prefix,se-,Synthetic meaning for sirat
betulan,tulan,Prefix,be-,Synthetic meaning for tulan
beserek,serek,Prefix,be-,Synthetic meaning for serek
segulai,gulai,Prefix,se-,Synthetic meaning for gulai
kemure,mure,Prefix,ke-,Synthetic meaning for mure
sesulu,sulu,Prefix,se-,Synthetic meaning for sulu
pecinde,cinde,Prefix,pe-,Synthetic meaning for cinde
pelenga,lenga,Prefix,pe-,Synthetic meaning for lenga
beserek,serek,Prefix,be-,Synthetic meaning for serek
becinde,cinde,Prefix,be-,Synthetic meaning for cinde
besinge,singe,Prefix,be-,Synthetic meaning for singe
beulow,ulow,Prefix,be-,Synthetic meaning for ulow
bebelai,belai,Prefix,be-,Synthetic meaning for belai
kekedah,kedah,Prefix,ke-,Synthetic meaning for kedah
pegupak,gupak,Prefix,pe-,Synthetic meaning for gupak
begawai,gawai,Prefix,be-,Synthetic meaning for gawai
sepayo,payo,Prefix,se-,Synthetic meaning for payo
kesinge,singe,Prefix,ke-,Synthetic meaning for singe
sebelai,belai,Prefix,se-,Synthetic meaning for belai
keguren,guren,Prefix,ke-,Synthetic meaning for guren
betulan,tulan,Prefix,be-,Synthetic meaning for tulan
kecinde,cinde,Prefix,ke-,Synthetic meaning for cinde
bemelak,melak,Prefix,be-,Synthetic meaning for melak
pegawai,gawai,Prefix,pe-,Synthetic meaning for gawai
besaren,saren,Prefix,be-,Synthetic meaning for saren
bedulen,dulen,Prefix,be-,Synthetic meaning for dulen
kerenah,renah,Prefix,ke-,Synthetic meaning for renah
kerendo,rendo,Prefix,ke-,Synthetic meaning for rendo
bengele,ngele,Prefix,be-,Synthetic meaning for ngele
sepayo,payo,Prefix,se-,Synthetic meaning for payo
kelekak,lekak,Prefix,ke-,Synthetic meaning for lekak
ketando,tando,Prefix,ke-,Synthetic meaning for tando
kecinde,cinde,Prefix,ke-,Synthetic meaning for cinde
pelenjo,lenjo,Prefix,pe-,Synthetic meaning for lenjo
kerenah,renah,Prefix,ke-,Synthetic meaning for renah
sebulen,bulen,Prefix,se-,Synthetic meaning for bulen
perendo,rendo,Prefix,pe-,Synthetic meaning for rendo
peguren,guren,Prefix,pe-,Synthetic meaning for guren
bemakan,makan,Prefix,be-,Synthetic meaning for makan
bekape,kape,Prefix,be-,Synthetic meaning for kape
kesinge,singe,Prefix,ke-,Synthetic meaning for singe
besarek,sarek,Prefix,be-,Synthetic meaning for sarek
besirat,sirat,Prefix,be-,Synthetic meaning for sirat
sesemak,semak,Prefix,se-,Synthetic meaning for semak
kelenjo,lenjo,Prefix,ke-,Synthetic meaning for lenjo
pegenia,genia,Prefix,pe-,Synthetic meaning for genia
pesaren,saren,Prefix,pe-,Synthetic meaning for saren
sekape,kape,Prefix,se-,Synthetic meaning for kape
pesulu,sulu,Prefix,pe-,Synthetic meaning for sulu
kepelak,pelak,Prefix,ke-,Synthetic meaning for pelak
betenyang,tenyang,Prefix,be-,Synthetic meaning for tenyang
sesinge,singe,Prefix,se-,Synthetic meaning for singe
kesuren,suren,Prefix,ke-,Synthetic meaning for suren
berenah,renah,Prefix,be-,Synthetic meaning for renah
bebulen,bulen,Prefix,be-,Synthetic meaning for bulen
pemure,mure,Prefix,pe-,Synthetic meaning for mure
sesarek,sarek,Prefix,se-,Synthetic meaning for sarek
bedike,dike,Prefix,be-,Synthetic meaning for dike
pegelen,gelen,Prefix,pe-,Synthetic meaning for gelen
kebelai,belai,Prefix,ke-,Synthetic meaning for belai
keserek,serek,Prefix,ke-,Synthetic meaning for serek
kedulen,dulen,Prefix,ke-,Synthetic meaning for dulen
sengele,ngele,Prefix,se-,Synthetic meaning for ngele
petulan,tulan,Prefix,pe-,Synthetic meaning for tulan
pedike,dike,Prefix,pe-,Synthetic meaning for dike
belumang,lumang,Prefix,be-,Synthetic meaning for lumang
bemakan,makan,Prefix,be-,Synthetic meaning for makan
sebule,bule,Prefix,se-,Synthetic meaning for bule
kerenah,renah,Prefix,ke-,Synthetic meaning for renah
bekape,kape,Prefix,be-,Synthetic meaning for kape
